trade_num,balance,pnl,edge,side
654,72979.6765,-500.0000,0.1877,NO
655,73452.5001,472.8236,0.1305,YES
656,72952.5001,-500.0000,0.1280,YES
657,72452.5001,-500.0000,0.1164,NO
658,72934.9258,482.4257,0.1173,YES
659,72434.9258,-500.0000,0.1015,YES
660,71934.9258,-500.0000,0.1952,NO
661,72517.7685,582.8427,0.1698,YES
662,73085.4478,567.6794,0.1181,YES
663,72585.4478,-500.0000,0.1487,NO
664,73025.0958,439.6479,0.1134,NO
665,73742.1922,717.0964,0.1178,YES
666,74074.5718,332.3796,0.1356,NO
667,74768.1770,693.6052,0.1473,NO
668,75432.3149,664.1379,0.1459,YES
669,75822.9273,390.6124,0.1321,YES
670,76146.6885,323.7613,0.0881,YES
671,76654.8301,508.1416,0.1204,NO
672,76154.8301,-500.0000,0.1575,YES
673,76625.6355,470.8054,0.1511,YES
674,77539.7143,914.0788,0.1273,YES
675,77039.7143,-500.0000,0.0993,NO
676,77490.5818,450.8675,0.1355,YES
677,76990.5818,-500.0000,0.1136,NO
678,77334.2271,343.6453,0.1850,YES
679,76834.2271,-500.0000,0.1624,YES
680,76334.2271,-500.0000,0.1462,NO
681,76676.1839,341.9568,0.1330,NO
682,76176.1839,-500.0000,0.1446,YES
683,76688.9257,512.7418,0.1206,YES
684,76188.9257,-500.0000,0.1374,YES
685,75688.9257,-500.0000,0.1403,YES
686,76216.3694,527.4437,0.1275,NO
687,76757.3753,541.0059,0.0830,NO
688,77113.1090,355.7337,0.1350,NO
689,76613.1090,-500.0000,0.1517,NO
690,77428.7589,815.6499,0.2281,YES
691,76928.7589,-500.0000,0.1197,YES
692,77836.4142,907.6552,0.1696,NO
693,78167.3010,330.8868,0.1031,YES
694,77667.3010,-500.0000,0.0802,YES
695,77167.3010,-500.0000,0.0891,YES
696,77896.1656,728.8646,0.1616,NO
697,78759.1190,862.9534,0.1250,YES
698,78259.1190,-500.0000,0.1299,NO
699,78908.7592,649.6401,0.1264,NO
700,78408.7592,-500.0000,0.1402,YES
701,77908.7592,-500.0000,0.1652,NO
702,78319.4534,410.6943,0.0921,NO
703,77819.4534,-500.0000,0.1735,NO
704,78155.9386,336.4852,0.2015,NO
705,78552.0714,396.1328,0.0989,NO
706,78052.0714,-500.0000,0.1068,NO
707,77552.0714,-500.0000,0.1268,NO
708,78093.0117,540.9403,0.1477,NO
709,78464.6948,371.6830,0.1143,YES
710,79349.4444,884.7496,0.0959,NO
711,78849.4444,-500.0000,0.1715,YES
712,79232.6430,383.1986,0.1768,YES
713,78732.6430,-500.0000,0.1085,NO
714,79067.8666,335.2236,0.0969,YES
715,79911.5451,843.6785,0.1512,YES
716,79411.5451,-500.0000,0.2094,YES
717,79701.9961,290.4510,0.1284,YES
718,79201.9961,-500.0000,0.1334,NO
719,79770.8182,568.8221,0.1444,NO
720,79270.8182,-500.0000,0.1418,NO
721,79909.1994,638.3812,0.1361,YES
722,80237.1195,327.9201,0.0866,NO
723,80818.2643,581.1449,0.1835,NO
724,80318.2643,-500.0000,0.1590,YES
725,80630.8136,312.5492,0.1648,NO
726,81441.3033,810.4897,0.1135,NO
727,82242.1935,800.8902,0.0954,NO
728,82527.5977,285.4041,0.1130,NO
729,83384.4799,856.8823,0.1247,YES
730,82884.4799,-500.0000,0.1513,NO
731,82384.4799,-500.0000,0.0929,NO
732,82842.6752,458.1953,0.0838,YES
733,83228.7418,386.0665,0.1960,YES
734,82728.7418,-500.0000,0.1611,YES
735,83454.7794,726.0376,0.1337,YES
736,84369.1425,914.3631,0.1439,NO
737,83869.1425,-500.0000,0.1300,NO
738,84170.1008,300.9584,0.0997,YES
739,83670.1008,-500.0000,0.1024,NO
740,84225.5606,555.4598,0.1819,NO
741,83725.5606,-500.0000,0.1248,YES
742,83225.5606,-500.0000,0.1030,NO
743,83601.5871,376.0265,0.1129,NO
744,84046.5741,444.9870,0.0958,NO
745,83546.5741,-500.0000,0.1241,NO
746,83924.6533,378.0792,0.1633,NO
747,84659.8793,735.2260,0.1338,NO
748,85060.0413,400.1619,0.1636,YES
749,84560.0413,-500.0000,0.1627,NO
750,85000.7861,440.7449,0.1130,YES
751,84500.7861,-500.0000,0.1379,NO
752,84991.7075,490.9214,0.1924,YES
753,85347.6448,355.9373,0.1098,YES
754,84847.6448,-500.0000,0.0807,YES
755,85147.1212,299.4764,0.1201,YES
756,84647.1212,-500.0000,0.1642,NO
757,85076.0404,428.9192,0.1271,NO
758,85861.8642,785.8238,0.1270,NO
759,86196.2251,334.3609,0.1362,YES
760,85696.2251,-500.0000,0.0936,YES
761,85196.2251,-500.0000,0.1252,YES
762,85574.5353,378.3102,0.0927,NO
763,85074.5353,-500.0000,0.1890,NO
764,84574.5353,-500.0000,0.0874,NO
765,85218.2040,643.6687,0.1792,NO
766,85649.2033,430.9992,0.0979,NO
767,86161.7413,512.5380,0.1267,NO
768,86433.5895,271.8483,0.1533,NO
769,87058.0035,624.4140,0.0929,NO
770,86558.0035,-500.0000,0.1019,NO
771,87365.9185,807.9149,0.1156,NO
772,86865.9185,-500.0000,0.1829,YES
773,86365.9185,-500.0000,0.1446,NO
774,85865.9185,-500.0000,0.1095,NO
775,86318.4680,452.5495,0.1569,YES
776,85818.4680,-500.0000,0.1061,NO
777,86146.7958,328.3278,0.0976,YES
778,85646.7958,-500.0000,0.1320,YES
779,85146.7958,-500.0000,0.1671,YES
780,85543.0548,396.2591,0.0856,NO
781,85043.0548,-500.0000,0.0816,YES
782,85495.3045,452.2497,0.0971,YES
783,86116.9071,621.6027,0.1269,NO
784,86434.8967,317.9896,0.1390,YES
785,86978.3483,543.4516,0.1326,NO
786,86478.3483,-500.0000,0.1591,YES
787,87218.8975,740.5492,0.1244,YES
788,87967.0822,748.1847,0.1100,YES
789,88330.5346,363.4523,0.1870,YES
790,88789.6893,459.1547,0.0812,NO
791,88289.6893,-500.0000,0.1371,YES
792,88656.1588,366.4696,0.2003,YES
793,89579.6984,923.5396,0.0940,YES
794,89887.2082,307.5098,0.1448,NO
795,89387.2082,-500.0000,0.0958,NO
796,88887.2082,-500.0000,0.1333,NO
797,88387.2082,-500.0000,0.1566,NO
798,88719.7992,332.5910,0.1190,NO
799,89429.4072,709.6080,0.1386,YES
800,88929.4072,-500.0000,0.2343,NO
801,89351.7525,422.3453,0.1301,YES
802,88851.7525,-500.0000,0.0826,YES
803,89304.1927,452.4402,0.1807,NO
804,89978.3937,674.2010,0.1276,YES
805,89478.3937,-500.0000,0.1179,YES
806,90138.5049,660.1113,0.1150,YES
807,90714.4897,575.9847,0.1585,NO
808,90214.4897,-500.0000,0.0915,YES
809,89714.4897,-500.0000,0.1332,NO
810,89214.4897,-500.0000,0.1168,YES
811,89726.2275,511.7378,0.1309,YES
812,89226.2275,-500.0000,0.1504,YES
813,89530.8184,304.5909,0.1771,YES
814,90432.1137,901.2954,0.1491,NO
815,90715.6082,283.4944,0.1401,NO
816,90215.6082,-500.0000,0.1345,NO
817,89715.6082,-500.0000,0.1757,YES
818,89215.6082,-500.0000,0.1579,NO
819,88715.6082,-500.0000,0.1504,NO
820,89055.7478,340.1396,0.1112,NO
821,88555.7478,-500.0000,0.1405,NO
822,89415.9444,860.1966,0.1668,YES
823,88915.9444,-500.0000,0.1603,NO
824,88415.9444,-500.0000,0.1090,NO
825,88737.2689,321.3246,0.0972,YES
826,89274.1694,536.9005,0.1262,YES
827,88774.1694,-500.0000,0.0955,YES
828,89387.6394,613.4700,0.1774,NO
829,89929.6222,541.9828,0.0990,YES
830,90696.7399,767.1177,0.0904,YES
831,90196.7399,-500.0000,0.1635,NO
832,90493.5013,296.7614,0.1010,NO
833,90997.6762,504.1750,0.1043,NO
834,91360.4890,362.8128,0.1482,NO
835,91859.5635,499.0745,0.1046,NO
836,92361.1420,501.5785,0.1124,YES
837,91861.1420,-500.0000,0.1467,YES
838,91361.1420,-500.0000,0.1755,YES
839,91835.5395,474.3975,0.1069,NO
840,91335.5395,-500.0000,0.1468,NO
841,91759.7340,424.1945,0.1295,NO
842,92172.8212,413.0871,0.1217,NO
843,92754.6809,581.8598,0.0917,YES
844,93404.2564,649.5755,0.1313,NO
845,93841.8932,437.6368,0.1389,YES
846,93341.8932,-500.0000,0.1367,YES
847,93651.3866,309.4934,0.0977,NO
848,93967.0017,315.6151,0.0800,NO
849,94249.2828,282.2811,0.0948,YES
850,93749.2828,-500.0000,0.2093,NO
851,93249.2828,-500.0000,0.1481,YES
852,93557.1236,307.8408,0.1539,NO
853,94131.4711,574.3474,0.1852,YES
854,94660.5874,529.1164,0.2234,YES
855,94160.5874,-500.0000,0.0959,NO
856,94536.1743,375.5868,0.0868,YES
857,94036.1743,-500.0000,0.1097,NO
858,94424.0861,387.9119,0.1388,YES
859,93924.0861,-500.0000,0.1099,NO
860,93424.0861,-500.0000,0.1235,NO
861,92924.0861,-500.0000,0.1588,NO
862,93410.6316,486.5455,0.0894,YES
863,92910.6316,-500.0000,0.1329,YES
864,92410.6316,-500.0000,0.1245,YES
865,92778.5694,367.9377,0.1078,YES
866,92278.5694,-500.0000,0.0888,YES
867,91778.5694,-500.0000,0.0927,NO
868,92064.8491,286.2797,0.1089,NO
869,92691.4924,626.6433,0.2251,YES
870,92191.4924,-500.0000,0.0907,NO
871,91691.4924,-500.0000,0.1731,YES
872,92577.6357,886.1434,0.0870,NO
873,92860.4237,282.7880,0.1357,YES
874,93319.2927,458.8690,0.1184,NO
875,93932.4599,613.1672,0.0935,YES
876,93432.4599,-500.0000,0.1045,YES
877,92932.4599,-500.0000,0.0977,YES
878,92432.4599,-500.0000,0.1870,YES
879,92762.7642,330.3043,0.1109,NO
880,93171.1367,408.3726,0.1250,NO
881,92671.1367,-500.0000,0.1473,NO
882,92943.5058,272.3691,0.1703,NO
883,92443.5058,-500.0000,0.1655,YES
884,93063.8759,620.3701,0.0888,YES
885,93891.5473,827.6714,0.0884,NO
886,94396.8162,505.2690,0.1118,NO
887,94888.5483,491.7321,0.1410,YES
888,94388.5483,-500.0000,0.1044,YES
889,93888.5483,-500.0000,0.1338,NO
890,93388.5483,-500.0000,0.1747,NO
891,92888.5483,-500.0000,0.1816,NO
892,93772.1875,883.6392,0.0955,YES
893,93272.1875,-500.0000,0.1340,YES
894,93717.9650,445.7775,0.0834,NO
895,93217.9650,-500.0000,0.1440,YES
896,94062.8578,844.8928,0.0882,YES
897,94446.9611,384.1033,0.0986,NO
898,95206.7337,759.7726,0.1244,YES
899,94706.7337,-500.0000,0.1110,NO
900,94206.7337,-500.0000,0.1571,NO
901,95121.7810,915.0474,0.1673,YES
902,95599.9759,478.1948,0.1739,YES
903,96275.0335,675.0577,0.1217,NO
904,97048.1517,773.1181,0.1848,YES
905,96548.1517,-500.0000,0.1333,YES
906,96048.1517,-500.0000,0.0973,NO
907,95548.1517,-500.0000,0.1735,YES
908,96040.5245,492.3729,0.1465,NO
909,95540.5245,-500.0000,0.1061,YES
910,95941.9708,401.4463,0.0943,NO
911,95441.9708,-500.0000,0.0869,NO
912,94941.9708,-500.0000,0.1435,YES
913,94441.9708,-500.0000,0.1138,NO
914,95235.1827,793.2119,0.1632,NO
915,95932.5870,697.4043,0.1686,NO
916,95432.5870,-500.0000,0.1446,YES
917,94932.5870,-500.0000,0.1688,YES
918,94432.5870,-500.0000,0.1806,NO
919,93932.5870,-500.0000,0.1225,NO
